index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,isDirty,errRule,errCol,pk
2037,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0 oz.,0.083,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2036
2038,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0 ounce,0.099%,36.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2037
2039,2082,Whip Fight,Scotch Ale / Wee Heavy,16.0 oz,0.09,30.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2038
2040,2081,Port Barrel Wee Mac,Scotch Ale / Wee Heavy,16.0 ounce,0.053%,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2039
2041,2001,Fistful Of Hops Red,American IPA,16.0 oz. Alumi-Tek,0.064,75.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2040
2042,2000,Fistful of Hops Orange,American IPA,16.0 oz,0.063,75.0,25,Sun King Brewing Company,Indianapolis IN,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,2041
2043,1999,Fistful Of Hops Blue,American IPA,16.0 oz.,0.064,75.0,25,Sun King Brewing Company,Indianapolis IN,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,2042
2044,1996,Fistful of Hops Green,American IPA,16.0 oz,0.064,75.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2043
2045,1948,30 Min Coma,Belgian IPA,16.0 ounce,,,25,Sun King Brewing Company,Indianapolis IN,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,2044
2046,1656,Wee Muckle,Scotch Ale / Wee Heavy,16.0 ounce,0.09,30.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2045
2047,1599,Royal Brat,Extra Special / Strong Bitter (ESB),16.0 oz. Silo Can,0.065%,55.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2046
2048,1420,Grapefruit Jungle (GFJ),American IPA,16.0 oz,0.075,77.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2047
2049,1389,Osiris Pale Ale,American Pale Ale (APA),16.0 ounce,0.055999999999999994%,50.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2048
2050,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0 oz.,0.099,75.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2049
2051,1366,Stupid Sexy Flanders,Flanders Oud Bruin,16.0 oz.,0.063,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2050
2052,1347,Bourbon Barrel Cowbell,American Porter,16.0 OZ.,,,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2051
2053,1314,Popcorn Pilsner,German Pilsener,16.0 ounce,0.054,,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2052
2054,1128,Ring of Dingle,Irish Dry Stout,16.0 oz.,0.071%,27.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2053
2055,1127,Bourbon Barrel Wee Mac,Scottish Ale,16.0 oz.,0.054,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2054
2056,1049,Bourbon Barrel Johan,English Barleywine,16.0 oz,0.099%,60.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2055
2057,934,The Deuce,American Brown Ale,16.0 oz,0.07%,,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2056
2058,923,The Velvet Fog,Quadrupel (Quad),16.0 ounce,0.09,24.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2057
2059,874,Sun King Oktoberfest,Märzen / Oktoberfest,16.0 oz. Alumi-Tek,0.055,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2058
2060,739,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0 oz,0.052,24.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2059
2061,698,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0 oz,0.052,24.0,25,Sun King Brewing Company,Indianapolis IN,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,2060
2062,660,Chaka,Belgian Strong Pale Ale,16.0 oz,0.08,,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2061
2063,651,Isis,American Double / Imperial IPA,16.0 oz.,0.091%,91.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2062
2064,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0 oz,0.09%,30.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2063
2065,532,Grapefruit Jungle (GFJ) (2011),American IPA,16.0 oz.,0.075,77.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2064
2066,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0 ounce,0.055,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2065
2067,394,Johan the Barleywine,English Barleywine,16.0 oz,0.099%,60.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2066
2068,213,Wee Mac Scottish-Style Ale,Scottish Ale,16.0 oz.,0.054,23.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2067
2069,55,Sunlight Cream Ale,Cream Ale,16.0 oz,0.053,20.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format,;ounces,2068
2070,54,Osiris Pale Ale (2010),American Pale Ale (APA),16.0 oz. Alumi-Tek,0.055999999999999994%,50.0,25,Sun King Brewing Company,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2069
2071,1207,Dam Lager,American Amber / Red Lager,12.0 OZ.,0.045,,455,Sunken City Brewing Company,Hardy,VA,True,;Incorrect_Format,;ounces,2070
2072,1206,Red Clay IPA,American IPA,12.0 ounce,0.07,,455,Sunken City Brewing Company,Hardy,VA,True,;Incorrect_Format,;ounces,2071
2073,2543,Todd the Axe Man,American IPA,16.0 oz.,0.07200000000000001%,,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2072
2074,2409,Doomtree,Extra Special / Strong Bitter (ESB),16.0 oz.,0.057,,61,Surly Brewing Company,Brooklyn Center MN,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,2073
2075,1739,BLAKKR,American Black Ale,16.0 oz,0.099%,85.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2074
2076,1112,Overrated! West Coast Style IPA,American IPA,16.0 ounce,0.073%,69.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2075
2077,329,WET,American IPA,16.0 ounce,0.075,90.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2076
2078,19,Bitter Brewer,English Bitter,16.0 ounce,0.04,37.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2077
2079,18,SurlyFest,Rye Beer,16.0 oz,0.055,34.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2078
2080,17,Coffee Bender,American Brown Ale,16.0 oz,0.051,45.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2079
2081,16,Bender,American Brown Ale,16.0 oz.,0.051,45.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2080
2082,15,Abrasive Ale,American Double / Imperial IPA,16.0 OZ.,0.09699999999999999%,120.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2081
2083,14,Hell,Keller Bier / Zwickel Bier,16.0 oz.,0.051%,20.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2082
2084,13,CynicAle,Saison / Farmhouse Ale,16.0 oz.,0.067,33.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2083
2085,12,Furious,American IPA,16.0 oz. Alumi-Tek,0.062,99.0,61,Surly Brewing Company,Brooklyn Center,MN,True,;Incorrect_Format,;ounces,2084
2086,1242,Big Nose,American IPA,12.0 oz,0.073,50.0,447,Swamp Head Brewery,Gainesville,FL,True,;Incorrect_Format,;ounces,2085
2087,1241,Cotton Mouth,Witbier,12.0 oz.,0.05%,10.0,447,Swamp Head Brewery,Gainesville,FL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2086
2088,1240,Stump Knocker Pale Ale,American Pale Ale (APA),12.0 OZ.,0.056,35.0,447,Swamp Head Brewery,Gainesville,FL,True,;Incorrect_Format,;ounces,2087
2089,1239,Midnight Oil,Oatmeal Stout,12.0 OZ.,0.05,38.0,447,Swamp Head Brewery,Gainesville,FL,True,;Incorrect_Format,;ounces,2088
2090,1238,Wild Night,Cream Ale,12.0 oz,0.059000000000000004%,18.0,447,Swamp Head Brewery,Gainesville,FL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2089
2091,1554,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0 OZ.,0.045,,381,Swashbuckler Brewing Company,Manheim,PA,True,;Incorrect_Format,;ounces,2090
2092,2568,Take Two Pils,German Pilsener,12.0 oz.,0.055,35.0,49,SweetWater Brewing Company,Atlanta,GA,True,;Incorrect_Format,;ounces,2091
2093,2551,Waterkeeper,Hefeweizen,12.0 oz.,0.057%,,49,SweetWater Brewing Company,Atlanta,GA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2092
2094,1710,SweetWater IPA,American IPA,12.0 oz.,0.064%,,49,SweetWater Brewing Company,Atlanta,GA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2093
2095,1709,420 Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.054,,49,SweetWater Brewing Company,Atlanta,GA,True,;Incorrect_Format,;ounces,2094
2096,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.08,95.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format,;ounces,2095
2097,1164,TailGate Saison,Saison / Farmhouse Ale,12.0 oz.,0.05%,,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2096
2098,663,TailGate IPA,American IPA,24.0 oz.,0.05,44.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format,;ounces,2097
2099,662,TailGate IPA,American IPA,12.0 oz. Silo Can,0.05,44.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format,;ounces,2098
2100,623,TailGate Hefeweizen,Hefeweizen,24.0 oz.,0.049%,28.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2099
2101,622,Blacktop Blonde,American Blonde Ale,24.0 oz.,0.05%,19.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2100
2102,362,Blacktop Blonde,American Blonde Ale,12.0 oz,0.05,19.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format,;ounces,2101
2103,361,TailGate Hefeweizen,Hefeweizen,12.0 ounce,0.049%,28.0,449,TailGate Beer,San Diego,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2102
2104,2575,Wooden Rooster,Tripel,16.9 OZ.,0.085,34.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2103
2105,2555,Ginger Peach Saison,Saison / Farmhouse Ale,16.0 oz.,0.048%,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2104
2106,1736,Zombie Monkie,American Porter,16.0 oz.,0.062,35.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2105
2107,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0 OZ.,0.055999999999999994%,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2106
2108,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0 oz,0.05,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2107
2109,1017,Ethos IPA,American IPA,16.0 oz,0.068%,110.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2108
2110,1009,Tallgrass Pub Ale,American Brown Ale,16.0 oz,0.044000000000000004%,12.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2109
2111,912,Oasis,Extra Special / Strong Bitter (ESB),16.0 ounce,0.072,93.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2110
2112,765,Buffalo Sweat,Milk / Sweet Stout,16.0 oz.,0.05,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2111
2113,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0 ounce,0.05%,20.0,45,Tallgrass Brewing Company,Manhattan KS,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,2112
2114,595,8-Bit Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2113
2115,537,Velvet Rooster,Tripel,16.0 OZ.,0.085,,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2114
2116,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0 ounce,0.05,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2115
2117,105,Köld Lager (2010),German Pilsener,16.0 oz,0.05,16.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2116
2118,104,Oasis (2010),American Double / Imperial IPA,16.0 oz.,0.07200000000000001%,93.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2117
2119,103,Tallgrass Ale,American Brown Ale,16.0 oz.,0.044,22.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2118
2120,102,Buffalo Sweat (2010),Milk / Sweet Stout,16.0 oz,0.05%,20.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2119
2121,101,Tallgrass IPA,American IPA,16.0 oz,0.063,60.0,45,Tallgrass Brewing Company,Manhattan,KS,True,;Incorrect_Format,;ounces,2120
2122,1433,Hat Trick Hop IPA,American IPA,16.0 oz. Alumi-Tek,0.068,,409,Tamarack Brewing Company,Lakeside,MT,True,;Incorrect_Format,;ounces,2121
2123,1432,Yard Sale Amber Ale,American Amber / Red Ale,16.0 oz.,0.055999999999999994%,,409,Tamarack Brewing Company,Lakeside,MT,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2122
2124,936,Loafin Bräu,Altbier,16.0 oz.,0.055,,490,Tampa Bay Brewing Company,Tampa,FL,True,;Incorrect_Format,;ounces,2123
2125,544,Old Elephant Foot IPA,American IPA,16.0 oz. Alumi-Tek,0.07%,80.0,490,Tampa Bay Brewing Company,Tampa,FL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2124
2126,2640,Peck's Porter,American Porter,16.0 oz.,0.065,35.0,7,Tapistry Brewing,Bridgman,MI,True,;Incorrect_Format,;ounces,2125
2127,2448,Reactor,American IPA,16.0 oz.,0.07%,,7,Tapistry Brewing,Bridgman,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2126
2128,2447,Mr. Orange,Witbier,16.0 oz,0.057,,7,Tapistry Brewing,Bridgman,MI,True,;Incorrect_Format,;ounces,2127
2129,2601,Deduction,Dubbel,12.0 oz,0.08,22.0,28,Taxman Brewing Company,Bargersville,IN,True,;Incorrect_Format,;ounces,2128
2130,973,Face Down Brown Ale,American Brown Ale,12.0 ounce,0.057,,480,Telluride Brewing Company,Telluride,CO,True,;Incorrect_Format,;ounces,2129
2131,827,Tempter IPA,American IPA,12.0 oz.,0.064,,480,Telluride Brewing Company,Telluride,CO,True,;Incorrect_Format,;ounces,2130
2132,589,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,,480,Telluride Brewing Company,Telluride,CO,True,;Incorrect_Format,;ounces,2131
2133,2155,Smittytown,Extra Special / Strong Bitter (ESB),12.0 oz.,0.048%,,210,Temperance Beer Company,Evanston IL,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,2132
2134,1982,Greenwood Beach,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.04%,,210,Temperance Beer Company,Evanston,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2133
2135,1939,Gatecrasher,English India Pale Ale (IPA),12.0 ounce,0.066,,210,Temperance Beer Company,Evanston,IL,True,;Incorrect_Format,;ounces,2134
2136,1082,RecreationAle,American Pale Ale (APA),12.0 oz,0.047%,42.0,469,Terrapin Brewing Company,Athens GA,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,2135
2137,2119,First Stand,Saison / Farmhouse Ale,12.0 ounce,0.055,35.0,215,Texian Brewing Co.,Richmond,TX,True,;Incorrect_Format,;ounces,2136
2138,2118,Battle LIne,American Brown Ale,12.0 oz,0.063,23.0,215,Texian Brewing Co.,Richmond,TX,True,;Incorrect_Format,;ounces,2137
2139,2117,Broken Bridge,Dunkelweizen,12.0 oz,0.056,12.0,215,Texian Brewing Co.,Richmond,TX,True,;Incorrect_Format,;ounces,2138
2140,2116,Brutus,English India Pale Ale (IPA),12.0 oz.,0.071,69.0,215,Texian Brewing Co.,Richmond,TX,True,;Incorrect_Format,;ounces,2139
2141,1916,Petit Mutant,American Wild Ale,16.0 oz,0.06,,272,The Alchemist,Waterbury,VT,True,;Incorrect_Format,;ounces,2140
2142,1915,The Crusher,American Double / Imperial IPA,16.0 oz.,0.096%,,272,The Alchemist,Waterbury,VT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2141
2143,1914,Beelzebub,American Double / Imperial Stout,16.0 oz.,0.08,,272,The Alchemist,Waterbury,VT,True,;Incorrect_Format,;ounces,2142
2144,1810,Focal Banger,American IPA,16.0 oz.,0.07,,272,The Alchemist,Waterbury VT,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,2143
2145,1111,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120.0,272,The Alchemist,Waterbury,VT,True,;Incorrect_Format,;ounces,2144
2146,379,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120.0,272,The Alchemist,Waterbury,VT,True,;Incorrect_Format,;ounces,2145
2147,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0 ounce,0.046%,20.0,457,The Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2146
2148,1199,Indian Paintbrush IPA,American IPA,12.0 ounce,0.07%,75.0,457,The Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2147
2149,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,12.0 ounce,0.048%,16.0,457,The Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2148
2150,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.059,15.0,457,The Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format,;ounces,2149
2151,1945,Birdhouse Pale Ale,Belgian Pale Ale,12.0 ounce,0.05,,262,The Brewer's Art,Baltimore,MD,True,;Incorrect_Format,;ounces,2150
2152,1079,Ozzy,Belgian Pale Ale,12.0 oz,0.073,,262,The Brewer's Art,Baltimore,MD,True,;Incorrect_Format,;ounces,2151
2153,94,Resurrection,Dubbel,12.0 oz,0.07%,,262,The Brewer's Art,Baltimore,MD,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2152
2154,1748,Bronx Summer Pale Ale,American Pale Ale (APA),16.0 oz,0.052,16.0,329,The Bronx Brewery,Bronx,NY,True,;Incorrect_Format,;ounces,2153
2155,1747,Bronx Black Pale Ale,American Black Ale,16.0 oz,0.057%,46.0,329,The Bronx Brewery,Bronx,NY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2154
2156,1037,Bronx Pale Ale,American Pale Ale (APA),16.0 ounce,0.063,50.0,329,The Bronx Brewery,Bronx,NY,True,;Incorrect_Format,;ounces,2155
2157,2594,Surfrider,American Pale Ale (APA),16.0 ounce,0.052,35.0,33,The Dudes' Brewing Company,Torrance,CA,True,;Incorrect_Format,;ounces,2156
2158,2035,Kolschtal Eddy,Kölsch,16.0 oz.,0.055%,,33,The Dudes' Brewing Company,Torrance,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2157
2159,2034,South Bay Session IPA,American IPA,16.0 oz,0.05,,33,The Dudes' Brewing Company,Torrance,CA,True,;Incorrect_Format,;ounces,2158
2160,1562,Grandma's Pecan,English Brown Ale,16.0 oz.,0.069,34.0,33,The Dudes' Brewing Company,Torrance,CA,True,;Incorrect_Format,;ounces,2159
2161,1561,Double Trunk,American Double / Imperial IPA,16.0 oz,0.099,101.0,33,The Dudes' Brewing Company,Torrance,CA,True,;Incorrect_Format,;ounces,2160
2162,1749,Just IPA,American IPA,12.0 ounce,0.046,45.0,328,The Just Beer Project,Burlington,VT,True,;Incorrect_Format,;ounces,2161
2163,2455,Lionshead,American Pilsner,12.0 oz. Alumi-Tek,0.045,,90,The Lion Brewery,Wilkes-Barre,PA,True,;Incorrect_Format,;ounces,2162
2164,963,Manhattan Gold Lager (1990),American Amber / Red Lager,12.0 ounce,,,484,The Manhattan Brewing Company,New York,NY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2163
2165,2638,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,,9,The Mitten Brewing Company,Grand Rapids,MI,True,;Incorrect_Format,;ounces,2164
2166,1278,Northern Hawk Owl Amber,American Amber / Red Ale,12.0 OZ.,0.058,,438,The Right Brain Brewery,Traverse City,MI,True,;Incorrect_Format,;ounces,2165
2167,1277,CEO Stout,American Stout,16.0 oz.,0.059,,438,The Right Brain Brewery,Traverse City,MI,True,;Incorrect_Format,;ounces,2166
2168,1276,Will Power Pale Ale,American Pale Ale (APA),16.0 oz.,0.047,,438,The Right Brain Brewery,Traverse City,MI,True,;Incorrect_Format,;ounces,2167
2169,1732,Curious Traveler Shandy,Shandy,12.0 oz.,0.044,,334,The Traveler Beer Company,Burlington,VT,True,;Incorrect_Format,;ounces,2168
2170,2347,Hunny Do Wheat,American Pale Wheat Ale,12.0 oz. Alumi-Tek,0.048,18.0,142,Third Street Brewhouse,Cold Spring,MN,True,;Incorrect_Format,;ounces,2169
2171,1781,Three Way Pale Ale,American Pale Ale (APA),12.0 oz,0.052000000000000005%,,142,Third Street Brewhouse,Cold Spring,MN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2170
2172,1780,Rise to the Top,Cream Ale,12.0 oz,0.040999999999999995%,,142,Third Street Brewhouse,Cold Spring,MN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,2171
2173,1779,Lost Trout Brown Ale,American Brown Ale,12.0 ounce,0.049,,142,Third Street Brewhouse,Cold Spring,MN,True,;Incorrect_Format,;ounces,2172
2174,2421,Watermelon Ale,Fruit / Vegetable Beer,12.0 ounce,0.051%,11.0,108,Thomas Hooker Brewing Company,Bloomfield,CT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2173
2175,2319,Knotty Blonde Ale,American Blonde Ale,12.0 oz. Alumi-Tek,0.04%,18.0,153,Three Creeks Brewing,Sisters,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2174
2176,2317,Fivepine Chocolate Porter,American Porter,12.0 oz.,0.062,40.0,153,Three Creeks Brewing,Sisters,OR,True,;Incorrect_Format,;ounces,2175
2177,2316,Hoodoo Voodoo IPA,American IPA,12.0 oz.,0.062,82.0,153,Three Creeks Brewing,Sisters,OR,True,;Incorrect_Format,;ounces,2176
2178,1913,Hydraulion Red,Irish Red Ale,12.0 oz. Silo Can,0.053,22.0,273,Three Notch'd Brewing Company,Charlottesville,VA,True,;Incorrect_Format,;ounces,2177
2179,1912,40 Mile IPA,American IPA,12.0 oz,0.06,50.0,273,Three Notch'd Brewing Company,Charlottesville,VA,True,;Incorrect_Format,;ounces,2178
2180,2617,Citra Faced,American Pale Wheat Ale,16.0 oz,0.055%,64.0,21,Three Pints Brewing,Martinsville,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2179
2181,2616,Pole Barn Stout,Oatmeal Stout,16.0 oz.,0.055,31.0,21,Three Pints Brewing,Martinsville,IN,True,;Incorrect_Format,;ounces,2180
2182,2615,Pale,American Pale Ale (APA),16.0 oz,0.054,37.0,21,Three Pints Brewing,Martinsville,IN,True,;Incorrect_Format,;ounces,2181
2183,2614,Yoshi's Nectar,California Common / Steam Beer,16.0 OZ.,0.053,27.0,21,Three Pints Brewing,Martinsville,IN,True,;Incorrect_Format,;ounces,2182
2184,1889,Leatherhead Red,American Amber / Red Ale,12.0 ounce,0.052,,282,Thunderhead Brewing Company,Kearney,NE,True,;Incorrect_Format,;ounces,2183
2185,1222,Cropduster Mid-American IPA,American IPA,12.0 oz,0.065%,,282,Thunderhead Brewing Company,Kearney,NE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,2184
2186,122,Golden Frau Honey Wheat,Braggot,12.0 oz,0.075,,282,Thunderhead Brewing Company,Kearney,NE,True,;Incorrect_Format,;ounces,2185
2187,121,Cornstalker Dark Wheat,American Dark Wheat Ale,12.0 oz,,,282,Thunderhead Brewing Company,Kearney NE,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,2186
2188,2623,Cafe Leche,American Porter,16.0 ounce,0.058,20.0,17,Tin Man Brewing Company,Evansville,IN,True,;Incorrect_Format,;ounces,2187
2189,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0 oz,0.052,12.0,17,Tin Man Brewing Company,Evansville,IN,True,;Incorrect_Format,;ounces,2188
2190,2621,Csar,Russian Imperial Stout,16.0 oz,0.12,90.0,17,Tin Man Brewing Company,Evansville,IN,True,;Incorrect_Format,;ounces,2189
